A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
5.01	0.847	0.098	-0.749	0	0	0	0.80196	0.99978	0.92042	0	0	0	108014	Srsf9	chr5
3.99	-0.032	-0.111	-0.079	0	0	0	0.99994	0.99979	0.99988	0	0	0	384281	Gatc	chr5
3.49	-0.47	-0.698	-0.228	0	0	0	0.99079	0.93937	0.99916	0	0	0	69076	Triap1	chr5
6.94	0.17	-0.401	-0.571	0	0	0	0.99982	0.99843	0.99399	0	0	0	12861	Cox6a1	chr5
0.66	4.735	2.987	-1.748	8.31	5.82	-1.64	2e-05	2e-04	0.07052	1	1	0	17690	Msi1	chr5
2.09	1.016	-0.267	-1.282	0.07	0	-1.42	0.47114	0.99799	0.0974	0	0	0	75387	Sirt4	chr5
8	0.808	0.819	0.011	0	0	0	0.82535	0.81167	0.99997	0	0	0	19303	Pxn	chr5
9.98	-0.454	-0.315	0.139	0	0	0	0.99804	0.99948	0.99994	0	0	0	11837	Rplp0	chr5
6.95	0.131	-0.037	-0.168	0	0	0	0.99998	1	0.99999	0	0	0	231659	Gcn1l1	chr5
6.39	-0.288	-0.123	0.165	0	0	0	0.99971	0.99994	0.99994	0	0	0	77407	Rab35	chr5
1.11	-4.115	-4.63	-0.515	-10.44	-12.33	0	0	0	0.97985	-1	-1	0	75665	Bicdl1	chr5
2.39	2.746	2.32	-0.426	7.96	6.53	0	2e-05	9e-05	0.9819	1	1	0	12704	Cit	chr5
6.11	-0.712	-1.349	-0.637	0	-2.42	0	0.9597	0.0211	0.98625	0	0	0	19079	Prkab1	chr5
5.18	3.742	2.116	-1.626	7.99	3.61	-1.91	2e-05	0.00348	0.0463	1	1	0	80888	Hspb8	chr5
-0.08	3.262	2.417	-0.845	3.21	2.31	0	0.00642	0.02517	0.59901	1	0	0	68955	Srrm4	chr5
6.29	-0.046	-0.263	-0.216	0	0	0	0.99998	0.99975	0.9999	0	0	0	71954	Suds3	chr5
4.26	-0.204	-0.172	0.033	0	0	0	0.99968	0.99978	0.99998	0	0	0	330177	Taok3	chr5
6.3	0.815	0.218	-0.598	0	0	0	0.90873	0.99987	0.99537	0	0	0	23980	Pebp1	chr5
5.96	-1.15	-1.829	-0.68	-0.99	-5.45	0	0.1768	0.00031	0.97321	0	-1	0	231668	Vsig10	chr5
6.55	-0.963	-0.681	0.282	0	0	0	0.5903	0.96065	0.99938	0	0	0	59043	Wsb2	chr5
3.62	0.78	0.831	0.051	0	0	0	0.79819	0.74497	0.99889	0	0	0	72151	Rfc5	chr5
1.63	0.435	1.079	0.644	0	0.16	0	0.87103	0.44173	0.75362	0	0	0	100503334	Gm15728	NA
4.09	1.433	1.301	-0.132	1.73	1.24	0	0.06062	0.12452	0.99679	0	0	0	231670	Fbxo21	chr5
0.53	-0.81	-1.477	-0.667	0	-1.54	0	0.7125	0.08106	0.85709	0	0	0	57816	Tesc	chr5
6.52	0.407	0.019	-0.388	0	0	0	0.99974	1	0.99987	0	0	0	231672	Fbxw8	chr5
1.1	0.135	-0.535	-0.67	0	0	0	0.9945	0.9454	0.87705	0	0	0	269695	Rnft2	chr5
4.21	0.414	0.261	-0.152	0	0	0	0.99303	0.99818	0.99931	0	0	0	76792	2410131K14Rik	chr5
8.18	0.031	0.146	0.116	0	0	0	0.99997	0.99985	0.99994	0	0	0	76199	Med13l	chr5
5.35	0.204	-2.191	-2.396	0	-5.44	-6.56	0.9962	0.00031	9e-05	0	-1	-1	21386	Tbx3	chr5
-1.2	-4.476	-7.217	-2.741	-5.51	-10.31	-4.27	3e-04	0	0.00138	-1	-1	0	433944	Tbx3os2	chr5
4.97	0.039	-0.036	-0.075	0	0	0	0.99998	0.99998	0.99997	0	0	0	74111	Rbm19	chr5
0.1	-2.401	-3.394	-0.993	-3.49	-6.21	0	0.00415	0.00013	0.50904	-1	-1	0	257635	Sdsl	chr5
6.24	-0.128	-0.399	-0.271	0	0	0	0.99998	0.99974	0.99996	0	0	0	71772	Plbd2	chr5
4.61	-4.697	-3.764	0.933	-19.14	-14.29	0	0	0	0.66774	-1	-1	0	170756	Slc8b1	chr5
5.8	-0.909	-1.322	-0.413	0	-2.77	0	0.77213	0.01225	0.99968	0	0	0	252972	Tpcn1	chr5
2.16	0.341	0.322	-0.019	0	0	0	0.99343	0.99506	0.99985	0	0	0	100764	Rita1	chr5
6.95	-0.963	-0.722	0.241	0	0	0	0.62273	0.97947	0.99995	0	0	0	71990	Ddx54	chr5
3.53	-4.894	-3.339	1.555	-12.16	-7.18	2.34	0	5e-05	0.02367	-1	-1	0	19415	Rasal1	chr5
1.49	-1.342	0.091	1.433	-1.33	0	1.66	0.11047	0.99636	0.06749	0	0	0	14357	Dtx1	chr5
1.27	-3.571	-4.469	-0.899	-8.98	-12.38	0	1e-05	0	0.69044	-1	-1	0	246728	Oas2	chr5
-0.22	-3.977	-4.4	-0.423	-7.54	-8.74	0	4e-05	1e-05	0.96572	-1	-1	0	246727	Oas3	chr5
1.54	0.91	-0.176	-1.086	0	0	-0.37	0.6417	0.99773	0.35953	0	0	0	114643	Oas1c	chr5
0.84	1.19	1.051	-0.139	0.79	0.22	0	0.22684	0.41473	0.99687	0	0	0	23961	Oas1b	chr5
0.58	-0.834	-1.186	-0.351	0	-0.7	0	0.71753	0.25048	0.98422	0	0	0	23960	Oas1g	chr5
1.97	-1.41	-2.035	-0.625	-1.95	-5.15	0	0.04336	0.00044	0.96367	0	-1	0	246730	Oas1a	chr5
7.89	0.133	0.33	0.197	0	0	0	0.99995	0.99968	0.99995	0	0	0	19247	Ptpn11	chr5
7.38	-0.374	-0.121	0.253	0	0	0	0.99963	0.99997	0.99993	0	0	0	19988	Rpl6	chr5
6.95	0.172	0.09	-0.082	0	0	0	0.99996	0.99998	0.99999	0	0	0	269700	Gm15800	chr5
6.15	-0.835	-0.804	0.032	0	0	0	0.89742	0.93052	1	0	0	0	231712	Trafd1	chr5
5.99	-0.169	-0.024	0.145	0	0	0	0.99752	0.99971	0.99858	0	0	0	231713	Naa25	chr5
6.31	0.14	0.198	0.058	0	0	0	0.9999	0.99983	0.99998	0	0	0	67397	Erp29	chr5
-0.62	-1.447	-3.298	-1.85	-1.19	-6.6	-2.76	0.13494	9e-05	0.01242	0	-1	0	77462	Tmem116	chr5
1.78	-0.644	-0.181	0.463	0	0	0	0.9468	0.99858	0.98924	0	0	0	280668	Adam1a	chr5
5.39	-0.22	0.247	0.467	0	0	0	0.99986	0.99982	0.99884	0	0	0	17165	Mapkapk5	chr5
7.49	0.694	1.868	1.174	0	6.01	1.33	0.96588	0.00016	0.11005	0	1	0	11669	Aldh2	chr5
2.12	0.388	-0.094	-0.481	0	0	0	0.9804	0.99835	0.9682	0	0	0	338350	Acad12	chr5
3.06	-0.458	-0.998	-0.54	0	0	0	0.99476	0.50434	0.99212	0	0	0	71985	Acad10	chr5
6.05	-0.124	0.009	0.133	0	0	0	0.99998	1	0.99998	0	0	0	72399	Brap	chr5
6.07	-0.004	-0.255	-0.251	0	0	0	1	0.99974	0.99983	0	0	0	20239	Atxn2	chr5
4.53	0.42	0.918	0.497	0	0	0	0.99766	0.70016	0.99545	0	0	0	16923	Sh2b3	chr5
4.09	-0.22	-0.396	-0.176	0	0	0	0.9999	0.99952	0.99995	0	0	0	231717	Fam109a	chr5
3.48	0.182	0.695	0.514	0	0	0	0.99753	0.89886	0.97243	0	0	0	19047	Ppp1cc	chr5
2.84	-0.382	-0.592	-0.21	0	0	0	0.99751	0.98434	0.99961	0	0	0	74096	Hvcn1	chr5
3.41	-0.335	-0.486	-0.151	0	0	0	0.99634	0.98881	0.99942	0	0	0	654470	Tctn1	chr5
5.55	0.176	0.253	0.077	0	0	0	0.99588	0.99292	0.99881	0	0	0	320717	Pptc7	chr5
1.81	-0.435	-0.499	-0.063	0	0	0	0.98178	0.97408	0.99939	0	0	0	231724	Rad9b	chr5
5.19	0.369	0.241	-0.127	0	0	0	0.99855	0.99957	0.99988	0	0	0	56433	Vps29	chr5
2.94	2.047	1.155	-0.892	4.38	0.72	0	0.0012	0.24615	0.66839	1	0	0	68948	Fam216a	chr5
2.94	0.607	0.149	-0.458	0	0	0	0.955	0.99905	0.9872	0	0	0	68080	Gpn3	chr5
7.06	-0.246	-0.413	-0.166	0	0	0	0.99989	0.99943	0.99997	0	0	0	56378	Arpc3	chr5
5.76	-0.176	-0.162	0.014	0	0	0	0.99998	0.99998	1	0	0	0	56317	Anapc7	chr5
9.7	1.349	0.697	-0.652	2.11	0	0	0.03416	0.94559	0.97579	0	0	0	11938	Atp2a2	chr5
4.43	1.658	1.654	-0.004	5.31	5.39	0	0.00036	0.00033	1	1	1	0	12589	Ift81	chr5
5.36	0.847	2.208	1.362	0	6.65	2.09	0.7968	8e-05	0.03533	0	1	0	18439	P2rx7	chr5
5.72	-1.302	-1.569	-0.267	-2.28	-4.31	0	0.02592	0.0013	0.99983	0	-1	0	18438	P2rx4	chr5
4.15	0.716	1.656	0.94	0	3.36	0	0.91602	0.00498	0.61944	0	1	0	207565	Camkk2	chr5
7.47	0.688	1.232	0.544	0	1.66	0	0.97169	0.06804	0.99644	0	0	0	59008	Anapc5	chr5
4.39	1.206	1.387	0.181	1.55	2.93	0	0.08026	0.00955	0.99987	0	1	0	80751	Rnf34	chr5
5.04	0.462	0.772	0.31	0	0	0	0.99741	0.92766	0.99952	0	0	0	30841	Kdm2b	chr5
4.15	-2.121	-1.71	0.411	-4.53	-2.86	0	0.00097	0.01062	0.98576	-1	-1	0	109305	Orai1	chr5
4.78	0.015	-0.336	-0.351	0	0	0	0.99999	0.99938	0.99941	0	0	0	623672	Gm6444	NA
2.32	-0.636	-0.483	0.153	0	0	0	0.94927	0.98571	0.99918	0	0	0	330189	Tmem120b	chr5
-0.19	0.49	-1.188	-1.678	0	-0.59	-2.04	0.90449	0.2856	0.03794	0	0	0	23912	Rhof	chr5
0.95	-0.854	-1.519	-0.665	0	-1.71	0	0.67074	0.06308	0.86565	0	0	0	74366	4932422M17Rik	NA
5.07	-0.512	-0.469	0.043	0	0	0	0.98107	0.9869	0.99982	0	0	0	208043	Setd1b	chr5
4.48	0.556	-0.106	-0.662	0	0	0	0.98952	0.99988	0.97443	0	0	0	67151	Psmd9	chr5
4.36	0.148	-0.115	-0.263	0	0	0	0.99699	0.99805	0.99429	0	0	0	77045	Bcl7a	chr5
8	-0.591	0.564	1.155	0	0	1.16	0.98832	0.99151	0.13999	0	0	0	208104	Mlxip	chr5
4.99	0.69	0.408	-0.283	0	0	0	0.97637	0.99909	0.99976	0	0	0	66593	Diablo	chr5
4.84	-0.911	-1.092	-0.181	0	-0.59	0	0.7037	0.2872	0.99975	0	0	0	77573	Vps33a	chr5
6.85	-0.99	-0.737	0.253	0	0	0	0.52956	0.96569	0.9999	0	0	0	56430	Clip1	chr5
5.37	-0.303	0.008	0.311	0	0	0	0.9999	1	0.99992	0	0	0	70650	Zcchc8	chr5
7.12	-0.35	0.008	0.358	0	0	0	0.97398	0.99967	0.97935	0	0	0	208606	Rsrc2	chr5
3.51	2.493	2.182	-0.311	9.27	7.73	0	1e-05	3e-05	0.99848	1	1	0	208628	Kntc1	chr5
5.36	-2.8	-1.911	0.888	-6.97	-3.53	0	6e-05	0.00389	0.6773	-1	-1	0	80885	Hcar2	chr5
6.12	-0.493	-0.298	0.195	0	0	0	0.98238	0.99605	0.99879	0	0	0	68184	Denr	chr5
2.63	-0.511	-0.989	-0.478	0	0	0	0.9346	0.51565	0.95714	0	0	0	208908	Ccdc62	chr5
7.3	-1.843	-2.056	-0.213	-5	-6.22	0	0.00053	0.00013	0.99946	-1	-1	0	29816	Hip1r	chr5
7.55	-2.826	-2.122	0.704	-10.59	-6.54	0	0	9e-05	0.94664	-1	-1	0	330192	Vps37b	chr5
2.76	-2.541	-1.787	0.754	-10.32	-5.19	0	0	0.00042	0.95234	-1	-1	0	56325	Abcb9	chr5
3.76	-1.109	-1.456	-0.347	-0.84	-3.6	0	0.2121	0.0035	0.99974	0	-1	0	66627	Ogfod2	chr5
4.82	-0.044	-0.091	-0.048	0	0	0	0.99999	0.99998	0.99999	0	0	0	65105	Arl6ip4	chr5
5.36	0.156	-1.538	-1.694	0	-3.04	-4.06	0.99923	0.00809	0.00185	0	-1	0	19679	Pitpnm2	chr5
3.87	1.527	1.065	-0.462	3.76	0.49	0	0.00279	0.31934	0.99764	1	0	0	269702	Mphosph9	chr5
1.55	1.29	0.618	-0.672	0.74	0	0	0.24133	0.83987	0.78821	0	0	0	72650	2810006K23Rik	chr5
4.14	0.949	0.653	-0.296	0	0	0	0.61009	0.96148	0.99816	0	0	0	13445	Cdk2ap1	chr5
7.57	-0.257	-0.1	0.157	0	0	0	0.99928	0.99984	0.99982	0	0	0	243272	Sbno1	chr5
6.86	-0.156	-0.12	0.036	0	0	0	0.99998	0.99999	1	0	0	0	67956	Kmt5a	chr5
3.5	-0.816	-0.53	0.287	0	0	0	0.73475	0.93448	0.98709	0	0	0	80291	Rilpl2	chr5
2.4	-0.241	-0.377	-0.137	0	0	0	0.9988	0.9968	0.99964	0	0	0	76167	Snrnp35	chr5
3.77	1.774	0.571	-1.204	3.13	0	-0.85	0.00708	0.9548	0.2112	1	0	0	75695	Rilpl1	chr5
5.85	-0.368	-0.641	-0.273	0	0	0	0.99973	0.99335	0.99993	0	0	0	56334	Tmed2	chr5
3.32	-0.482	-0.657	-0.175	0	0	0	0.99042	0.95928	0.99951	0	0	0	67848	Ddx55	chr5
5.04	-0.023	-0.297	-0.274	0	0	0	0.99999	0.99982	0.99989	0	0	0	209354	Eif2b1	chr5
4.33	0.397	-0.24	-0.636	0	0	0	0.99776	0.99957	0.98097	0	0	0	209357	Gtf2h3	chr5
3.44	0.853	-0.131	-0.984	0	0	0	0.81825	0.99989	0.54223	0	0	0	67978	Tctn2	chr5
5.78	-0.959	-0.547	0.412	0	0	0	0.62999	0.99717	0.99958	0	0	0	21871	Atp6v0a2	chr5
0.84	-3.367	-1.788	1.579	-9.47	-3.02	2.71	1e-05	0.00835	0.01337	-1	-1	0	56087	Dnah10	chr5
3.07	-0.578	-2.745	-2.167	0	-6.39	-4.46	0.90049	0.00011	0.00107	0	-1	-1	215707	Ccdc92	chr5
8.15	-0.432	-1.451	-1.018	0	-3.49	-0.15	0.99896	0.00416	0.44052	0	-1	0	269704	Zfp664	chr5
0.91	1.031	1.93	0.899	0.12	3.36	0	0.45491	0.00504	0.63322	0	1	0	73121	Rflna	chr5
8.91	-0.225	-0.192	0.033	0	0	0	0.9998	0.99985	0.99999	0	0	0	20602	Ncor2	chr5
6.26	-1.155	-1.059	0.097	-0.91	-0.34	0	0.19534	0.37083	0.99982	0	0	0	20778	Scarb1	chr5
1.96	-0.553	-0.436	0.116	0	0	0	0.98568	0.9954	0.99978	0	0	0	100503298	NA	NA
1.66	-0.619	-0.156	0.463	0	0	0	0.93624	0.99756	0.98072	0	0	0	22190	Ubc	chr5
5.03	0.078	-0.092	-0.17	0	0	0	0.99995	0.99995	0.99991	0	0	0	208144	Dhx37	chr5
5.44	1.119	0.449	-0.67	0.97	0	0	0.18054	0.9991	0.9891	0	0	0	76809	Bri3bp	chr5
5.24	1.514	0.572	-0.942	3.68	0	0	0.00313	0.9937	0.66213	1	0	0	78894	Aacs	chr5
4.78	-0.124	-0.244	-0.12	0	0	0	0.99985	0.99959	0.9999	0	0	0	100561	Slc15a4	chr5
-1.05	-1.54	-3.401	-1.861	-1.23	-5.9	-2.41	0.12649	0.00019	0.02139	0	-1	0	319804	Glt1d1	chr5
2.54	0.355	-2.122	-2.477	0	-3.28	-4.13	0.93274	0.00564	0.00167	0	-1	0	319616	5930412G12Rik	chr5
4.83	1.37	-1.567	-2.938	1.27	-2.19	-7.08	0.12009	0.03021	5e-05	0	0	-1	93897	Fzd10	chr5
2.57	1.982	1.634	-0.348	4.04	2.78	0	0.0019	0.01198	0.98478	1	0	0	13852	Stx2	chr5
6.78	1.021	0.856	-0.164	0.12	0	0	0.45363	0.78605	0.99966	0	0	0	19384	Ran	chr5
2.25	-1.221	0.38	1.601	-0.54	0	1.47	0.30111	0.91026	0.0895	0	0	0	243277	Adgrd1	chr5
5.95	-0.203	0.264	0.467	0	0	0	0.99926	0.99875	0.99483	0	0	0	231769	Sfswap	chr5
1.65	2.918	3.349	0.431	8.87	10.73	0	1e-05	0	0.9774	1	1	0	23948	Mmp17	chr5
-1.09	0.087	0.275	0.188	0	0	0	0.99607	0.98424	0.99026	0	0	0	620248	Gm6139	NA
1.32	-0.346	-0.465	-0.119	0	0	0	0.99247	0.98425	0.99906	0	0	0	22648	Zfp11	chr5
2.67	0.443	0.213	-0.23	0	0	0	0.99182	0.99899	0.9987	0	0	0	66258	Mrps17	chr5
5.54	-0.696	-0.986	-0.29	0	0	0	0.96923	0.53912	0.9997	0	0	0	14467	Gbas	chr5
3.5	1.878	1.317	-0.561	4.11	1.6	0	0.00171	0.07471	0.96323	1	0	0	100678	Psph	chr5
7.39	0.716	0.756	0.041	0	0	0	0.97861	0.96322	1	0	0	0	12466	Cct6a	chr5
2.97	0.212	-0.304	-0.516	0	0	0	0.99703	0.99543	0.97671	0	0	0	67902	Sumf2	chr5
5.92	0.284	0.012	-0.272	0	0	0	0.99859	0.99997	0.9991	0	0	0	14004	Chchd2	chr5
3.17	0.285	0.434	0.149	0	0	0	0.9986	0.99527	0.99959	0	0	0	71970	Zbed5	chr5
2.28	-0.225	-0.034	0.192	0	0	0	0.99866	0.99988	0.99915	0	0	0	69568	Vkorc1l1	chr5
4.91	1.197	0.503	-0.694	1.06	0	0	0.15911	0.98845	0.93894	0	0	0	110006	Gusb	chr5
5.03	-1.873	-1.526	0.347	-7.42	-4.47	0	4e-05	0.00106	0.99985	-1	-1	0	109900	Asl	chr5
4.13	-0.136	-0.316	-0.18	0	0	0	0.99992	0.99963	0.99991	0	0	0	12909	Crcp	chr5
3.01	3.648	4.606	0.958	10.18	13.11	0	0	0	0.55595	1	1	0	22021	Tpst1	chr5
1.6	1.04	1.338	0.298	0.12	1.04	0	0.45317	0.16492	0.9658	0	0	0	212919	Kctd7	chr5
6.98	-0.813	-0.021	0.792	0	0	0	0.87033	0.99997	0.90814	0	0	0	56715	Rabgef1	chr5
6.41	-0.654	-0.682	-0.029	0	0	0	0.97422	0.96529	0.99998	0	0	0	71667	Tmem248	chr5
6.2	-0.586	-0.67	-0.084	0	0	0	0.99495	0.98578	0.99998	0	0	0	66711	Sbds	chr5
4.21	-0.147	-0.504	-0.357	0	0	0	0.99737	0.97003	0.99058	0	0	0	100929	Tyw1	chr5
5.32	0.404	2.123	1.719	0	5	3.37	0.9881	0.00053	0.0049	0	1	0	319974	Auts2	chr5
5.05	-0.457	-0.257	0.199	0	0	0	0.99859	0.9998	0.99992	0	0	0	100039731	Gm10051	NA
0.57	0.239	0.31	0.07	0	0	0	0.98761	0.98367	0.99737	0	0	0	666038	Gm7902	NA
2.89	1.627	-0.823	-2.45	1.82	0	-4.45	0.0535	0.72555	0.00109	0	0	-1	80909	Gatsl2	chr5
4.18	0.348	0.262	-0.086	0	0	0	0.9997	0.99989	0.99998	0	0	0	94254	Rcc1l	chr5
4.14	-0.298	-0.184	0.114	0	0	0	0.99782	0.9992	0.99966	0	0	0	114674	Gtf2ird2	chr5
-0.52	1.677	1.841	0.164	1.47	1.88	0	0.09004	0.04877	0.96176	0	0	0	17969	Ncf1	chr5
7.97	0.956	0.668	-0.287	0	0	0	0.61156	0.96939	0.99958	0	0	0	14886	Gtf2i	chr5
5.51	1.091	0.563	-0.528	0.68	0	0	0.25871	0.99481	0.99708	0	0	0	57080	Gtf2ird1	chr5
5.54	1.647	0.834	-0.813	4.63	0	0	0.00086	0.87166	0.90322	1	0	0	269713	Clip2	chr5
-1.59	1.619	1.888	0.269	1.08	1.5	0	0.15784	0.08623	0.90178	0	0	0	214292	Syna	chr5
4.95	0.817	0.637	-0.181	0	0	0	0.83576	0.96579	0.99943	0	0	0	19718	Rfc2	chr5
2.44	0.366	0.284	-0.081	0	0	0	0.98916	0.99478	0.99905	0	0	0	56743	Lat2	chr5
8.65	0.259	0.262	0.004	0	0	0	0.99992	0.99991	1	0	0	0	22384	Eif4h	chr5
3.29	1.307	0.207	-1.101	1.18	0	-0.4	0.1365	0.99557	0.35084	0	0	0	16885	Limk1	chr5
5.76	4.826	6.222	1.395	15.25	19.84	1.59	0	0	0.07491	1	1	0	13717	Eln	chr5
3.93	-0.813	-0.998	-0.185	0	0	0	0.87034	0.50533	0.99979	0	0	0	79565	Wbscr27	chr5
9.57	-5.295	-5.713	-0.419	-17.18	-18.52	0	0	0	0.97523	-1	-1	0	12740	Cldn4	chr5
6.62	-5.134	-5.038	0.096	-17.57	-17.1	0	0	0	0.99914	-1	-1	0	12739	Cldn3	chr5
-1.03	-3.603	-3.361	0.242	-5.37	-4.87	0	0.00035	0.00064	0.96946	-1	-1	0	71304	Wbscr25	chr5
5.41	-1.15	-0.91	0.24	-1.35	0	0	0.10728	0.77868	0.99996	0	0	0	68758	Abhd11	chr5
1.65	-3.175	-3.9	-0.725	-9.72	-13.25	0	1e-05	0	0.93919	-1	-1	0	69812	Abhd11os	chr5
2.53	-0.251	-1.183	-0.932	0	-0.83	0	0.99369	0.21637	0.61909	0	0	0	20907	Stx1a	chr5
4.62	0.172	0.103	-0.069	0	0	0	0.9999	0.99996	0.99998	0	0	0	66138	Wbscr22	chr5
2.84	-0.4	-0.646	-0.246	0	0	0	0.99155	0.94757	0.99814	0	0	0	66114	Dnajc30	chr5
0.67	1.547	1.837	0.29	1.63	2.49	0	0.07125	0.01876	0.96186	0	0	0	194309	Vps37d	chr5
2.09	-1.15	0.367	1.517	-0.55	0	1.88	0.30035	0.96856	0.04889	0	0	0	58805	Mlxipl	chr5
4.53	0.663	0.01	-0.653	0	0	0	0.98992	1	0.99286	0	0	0	27368	Tbl2	chr5
4.57	0.201	0.017	-0.184	0	0	0	0.99986	0.99999	0.99991	0	0	0	12054	Bcl7b	chr5
7.06	0.166	-0.132	-0.297	0	0	0	0.99997	0.99998	0.99993	0	0	0	22385	Baz1b	chr5
-0.63	2.54	3.25	0.71	3.59	5.06	0	0.00361	5e-04	0.72275	1	1	0	14371	Fzd9	chr5
3.49	0.391	0.601	0.21	0	0	0	0.9985	0.98807	0.99973	0	0	0	100609	Nsun5	chr5
6.97	0.034	0.751	0.717	0	0	0	0.99997	0.94041	0.96792	0	0	0	107939	Pom121	chr5
3.92	3.542	2.778	-0.764	16.36	12.53	0	0	0	0.91384	1	1	0	215114	Hip1	chr5
4.64	-0.497	-0.633	-0.135	0	0	0	0.99256	0.97459	0.99979	0	0	0	215160	Rhbdd2	chr5
7.08	-0.125	0.061	0.185	0	0	0	0.99689	0.99859	0.99645	0	0	0	18984	Por	chr5
5.23	-0.916	-0.001	0.915	0	0	0	0.61994	0.99997	0.62675	0	0	0	215210	Tmem120a	chr5
7.73	0.587	0.152	-0.434	0	0	0	0.99142	0.99987	0.99895	0	0	0	17448	Mdh2	chr5
6.95	0.911	0.278	-0.634	0	0	0	0.65988	0.99598	0.95391	0	0	0	15507	Hspb1	chr5
7.7	0.517	0.278	-0.239	0	0	0	0.97213	0.99493	0.99764	0	0	0	22628	Ywhag	chr5
1.31	0.077	0.404	0.327	0	0	0	0.99406	0.94818	0.96444	0	0	0	109267	Ssc4d	chr5
4.49	-0.07	-0.142	-0.071	0	0	0	0.99997	0.99994	0.99998	0	0	0	74198	Dtx2	chr5
1.89	2.555	1.444	-1.111	2.6	0.87	-0.18	0.01609	0.20684	0.43314	0	0	0	54153	Rasa4	chr5
4.21	0.554	0.147	-0.407	0	0	0	0.99331	0.99989	0.9988	0	0	0	20022	Polr2j	chr5
4	0.645	0.368	-0.276	0	0	0	0.96247	0.99724	0.9987	0	0	0	71735	Lrwd1	chr5
1.41	0.782	0.576	-0.206	0	0	0	0.71434	0.87027	0.97394	0	0	0	72041	Alkbh4	chr5
3.55	0.941	0.514	-0.427	0	0	0	0.63557	0.99304	0.99639	0	0	0	269717	Orai2	chr5
3.83	-0.193	0.07	0.263	0	0	0	0.99965	0.99991	0.99946	0	0	0	66801	Prkrip1	chr5
3.43	0.864	1.584	0.72	0	2.94	0	0.75051	0.00934	0.9003	0	1	0	23921	Sh2b2	chr5
5.91	0.234	-0.187	-0.421	0	0	0	0.99994	0.99996	0.99973	0	0	0	13047	Cux1	chr5
3.27	0.603	0.063	-0.541	0	0	0	0.98581	0.99995	0.99361	0	0	0	67286	Ift22	chr5
2.63	2.011	1.54	-0.471	3.95	2.26	0	0.00213	0.0269	0.96115	1	0	0	66752	4933404O12Rik	chr5
5.22	-0.198	-0.738	-0.54	0	0	0	0.99994	0.97573	0.99865	0	0	0	66437	Fis1	chr5
0.61	0.41	0.678	0.268	0	0	0	0.97668	0.88355	0.99015	0	0	0	60363	Cldn15	chr5
4.08	0.61	0.11	-0.499	0	0	0	0.99331	0.99997	0.99851	0	0	0	70103	Znhit1	chr5
6.59	0.47	0.121	-0.349	0	0	0	0.99936	0.99998	0.9999	0	0	0	26433	Plod3	chr5
-0.92	2.024	2.558	0.535	1.97	2.91	0	0.04262	0.0099	0.79016	0	1	0	381677	Vgf	chr5
5.38	0.022	-0.471	-0.493	0	0	0	0.99997	0.99628	0.99639	0	0	0	11769	Ap1s1	chr5
7.25	2.69	2.925	0.235	5.64	6.42	0	0.00025	1e-04	0.99042	1	1	0	18787	Serpine1	chr5
4.86	0.078	-0.122	-0.2	0	0	0	0.99968	0.99951	0.99916	0	0	0	384309	Trim56	chr5
0.03	-0.753	-3.241	-2.489	0	-4.63	-3.27	0.67411	0.00086	0.00575	0	-1	0	11423	Ache	chr5
0.31	-0.069	-1.73	-1.662	0	-2.06	-1.84	0.98983	0.03675	0.05165	0	0	0	70240	Ufsp1	chr5
7.47	0.398	0.324	-0.073	0	0	0	0.99971	0.99986	0.99999	0	0	0	83701	Srrt	chr5
6.19	-0.408	0.308	0.717	0	0	0	0.99619	0.99839	0.94694	0	0	0	22051	Trip6	chr5
4.09	-0.533	-1.04	-0.507	0	-0.24	0	0.98734	0.40657	0.99302	0	0	0	83704	Slc12a9	chr5
6.23	0.232	0.463	0.231	0	0	0	0.99894	0.99258	0.99931	0	0	0	13846	Ephb4	chr5
2.95	-0.073	-0.655	-0.582	0	0	0	0.99937	0.94162	0.96767	0	0	0	74097	Pop7	chr5
0.89	-0.379	-0.439	-0.06	0	0	0	0.97201	0.96364	0.99822	0	0	0	666372	Gm8066	NA
5.51	-0.791	-0.636	0.156	0	0	0	0.85701	0.95975	0.99951	0	0	0	57330	Gigyf1	chr5
7.88	-0.565	-0.722	-0.157	0	0	0	0.99693	0.97641	0.99997	0	0	0	14693	Gnb2	chr5
3.88	0.186	0.045	-0.141	0	0	0	0.9999	0.99999	0.99995	0	0	0	68929	Mospd3	chr5
-0.07	-0.669	-0.601	0.069	0	0	0	0.87672	0.91817	0.99843	0	0	0	640050	Gm7285	NA
3.28	1.334	0.813	-0.521	0.75	0	0	0.23824	0.66941	0.84982	0	0	0	18542	Pcolce	chr5
3.61	0.048	-0.183	-0.23	0	0	0	0.99989	0.99953	0.99932	0	0	0	100504640	Gm16089	NA
0.14	-1.082	-1.5	-0.418	-0.24	-1.54	0	0.40701	0.08106	0.95682	0	0	0	100316903	Gm20605	chr5
3.36	-0.649	-0.26	0.389	0	0	0	0.9341	0.99628	0.9922	0	0	0	231801	Agfg2	chr5
